problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train/pick_clean_then_place_in_recep-Spatula-None-DiningTable-17/trial_T20190909_044854_236942,put a clean spatula on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject spatula)
(GotoLocation sinkbasin)
(CleanObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)","(GotoLocation drawer)
(PickupObject spatula)
(GotoLocation sink)
(WashObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)
"
train/pick_clean_then_place_in_recep-Spatula-None-DiningTable-17/trial_T20190909_044854_236942,put a clean spatula on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject spatula)
(GotoLocation sinkbasin)
(CleanObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)","(GotoLocation dishwasher)
(PickupObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)
"
train/pick_clean_then_place_in_recep-Spatula-None-DiningTable-17/trial_T20190909_044854_236942,put a clean spatula on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject spatula)
(GotoLocation sinkbasin)
(CleanObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)","(GotoLocation sink)
(FillObject sink)
(GotoLocation cabinets)
(PickupObject spatula)
(GotoLocation table)
(PutObject spatula table)
"
train/pick_clean_then_place_in_recep-Spatula-None-DiningTable-17/trial_T20190909_044854_236942,put a clean spatula on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject spatula)
(GotoLocation sinkbasin)
(CleanObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)","(GotoLocation sink)
(PickupObject spatula)
(GotoLocation table)
(PutObject spatula table)
"
train/pick_clean_then_place_in_recep-Spatula-None-DiningTable-17/trial_T20190909_044854_236942,put a clean spatula on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject spatula)
(GotoLocation sinkbasin)
(CleanObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)","(GotoLocation drawer)
(PickupObject spatula)
(GotoLocation sink)
(CleanObject spatula)
(GotoLocation diningtable)
(PutObject spatula diningtable)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-406/trial_T20190907_183646_891246,"wash the cloth from the tub in the sink , put it back in the tub.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation bathroom)
(PickupObject cloth)
(GotoLocation sink)
(WashObject cloth sink)
(GotoLocation tub)
(PutObject cloth tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-406/trial_T20190907_183646_891246,"wash the cloth from the tub in the sink , put it back in the tub.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation tub)
(PickupObject cloth)
(GotoLocation sink)
(WashObject cloth sink)
(GotoLocation tub)
(PutObject cloth tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-406/trial_T20190907_183646_891246,"wash the cloth from the tub in the sink , put it back in the tub.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation tub)
(PickupObject cloth)
(GotoLocation sink)
(PutObject cloth sink)
(GotoLocation tub)
(PutObject cloth tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-406/trial_T20190907_183646_891246,"wash the cloth from the tub in the sink , put it back in the tub.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation tub)
(PickupObject cloth)
(GotoLocation sinkbasin)
(FillObject sinkbasin)
(PutObject cloth sinkbasin)
(GotoLocation tub)
(PutObject cloth tub)
"
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-406/trial_T20190907_183646_891246,"wash the cloth from the tub in the sink , put it back in the tub.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ClothType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation bathtubbasin)
(PickupObject cloth)
(GotoLocation sinkbasin)
(CleanObject cloth)
(GotoLocation bathtubbasin)
(PutObject cloth bathtubbasin)","(GotoLocation tub)
(PickupObject cloth)
(GotoLocation sinkbasin)
(FillObject sinkbasin)
(PutObject cloth sinkbasin)
(GotoLocation tub)
(PutObject cloth tub)
"
train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599,place a cleaned head of lettuce on a small side table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)","(GotoLocation sink)
(PickupObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599,place a cleaned head of lettuce on a small side table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)","(GotoLocation sink)
(PickupObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599,place a cleaned head of lettuce on a small side table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)","(GotoLocation fridge)
(PickupObject lettuce)
(GotoLocation sink)
(CleanObject lettuce sink)
(GotoLocation sidetable)
(PutObject lettuce sidetable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599,place a cleaned head of lettuce on a small side table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)","(GotoLocation sink)
(FillObject sinkbasin)
(GotoLocation cabinet)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(WashObject lettuce sinkbasin)
(GotoLocation sidetable)
(PutObject lettuce sidetable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599,place a cleaned head of lettuce on a small side table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)","(GotoLocation sink)
(PickupObject lettuce)
(WashObject lettuce)
(GotoLocation sidetable)
(PutObject lettuce sidetable)
"
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,place wet soap in a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation cabinet)
(PickupObject soapbar)
(GotoLocation sinkbasin)
(CleanObject soapbar)
(GotoLocation cabinet)
(PutObject soapbar cabinet)","(GotoLocation sink)
(PickupObject soap)
(GotoLocation cabinet)
(PutObject soap cabinet)
"
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,place wet soap in a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation cabinet)
(PickupObject soapbar)
(GotoLocation sinkbasin)
(CleanObject soapbar)
(GotoLocation cabinet)
(PutObject soapbar cabinet)","(GotoLocation bathroom)
(GotoLocation sink)
(PickupObject soap)
(GotoLocation cabinet)
(PutObject soap cabinet)
"
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,place wet soap in a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation cabinet)
(PickupObject soapbar)
(GotoLocation sinkbasin)
(CleanObject soapbar)
(GotoLocation cabinet)
(PutObject soapbar cabinet)","(GotoLocation bathroom)
(FillObject sink)
(PickupObject soap)
(GotoLocation cabinet)
(PutObject soap cabinet)
"
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,place wet soap in a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation cabinet)
(PickupObject soapbar)
(GotoLocation sinkbasin)
(CleanObject soapbar)
(GotoLocation cabinet)
(PutObject soapbar cabinet)","(GotoLocation sink)
(PickupObject soap)
(WashObject soap)
(GotoLocation cabinet)
(PutObject soap cabinet)
"
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,place wet soap in a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation cabinet)
(PickupObject soapbar)
(GotoLocation sinkbasin)
(CleanObject soapbar)
(GotoLocation cabinet)
(PutObject soapbar cabinet)","(GotoLocation sink)
(PickupObject soap)
(GotoLocation cabinet)
(PutObject soap cabinet)
"
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,put washed tomato in fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)","(GotoLocation sinkbasin)
(PickupObject tomato)
(GotoLocation cabinet)
(GrabObject towel)
(GotoLocation sinkbasin)
(WashObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)
"
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,put washed tomato in fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)","(GotoLocation sink)
(WashObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)
"
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,put washed tomato in fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)","(GotoLocation sinkbasin)
(PickupObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)
"
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,put washed tomato in fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)","(GotoLocation sink)
(PickupObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)
"
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,put washed tomato in fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)","(GotoLocation sink)
(WashObject tomato)
(GotoLocation fridge)
(PutObject tomato fridge)
"
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,put a clean fork in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(CleanObject )
(GotoLocation drawer)
(PutObject fork drawer)","(GotoLocation dishwasher)
(PickupObject fork)
(GotoLocation drawer)
(PutObject fork drawer)
"
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,put a clean fork in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(CleanObject )
(GotoLocation drawer)
(PutObject fork drawer)","(GotoLocation sinkbasin)
(PickupObject fork)
(WashObject fork)
(GotoLocation drawer)
(PutObject fork drawer)
"
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,put a clean fork in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(CleanObject )
(GotoLocation drawer)
(PutObject fork drawer)","(GotoLocation dishwasher)
(PickupObject fork)
(GotoLocation drawer)
(PutObject fork drawer)
"
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,put a clean fork in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(CleanObject )
(GotoLocation drawer)
(PutObject fork drawer)","(GotoLocation sink)
(FillObject sink)
(GotoLocation drawer)
(PickupObject fork)
(PutObject fork drawer)
"
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,put a clean fork in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(CleanObject )
(GotoLocation drawer)
(PutObject fork drawer)","(GotoLocation dishwasher)
(PickupObject fork)
(GotoLocation drawer)
(PutObject fork drawer)
"
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,put a clean head of lettuce on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation sidetable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)","(GotoLocation fridge)
(PickupObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,put a clean head of lettuce on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation sidetable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)","(GotoLocation fridge)
(PickupObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,put a clean head of lettuce on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation sidetable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)","(GotoLocation fridge)
(PickupObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,put a clean head of lettuce on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation sidetable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)","(GotoLocation fridge)
(PickupObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)
"
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,put a clean head of lettuce on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation sidetable)
(PickupObject lettuce)
(GotoLocation sinkbasin)
(CleanObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)","(GotoLocation refrigerator)
(PickupObject lettuce)
(GotoLocation diningtable)
(PutObject lettuce diningtable)
"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000844_354286,put the clean tomato on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)","(GotoLocation countertop)
(PickupObject tomato)
(GotoLocation sink)
(WashObject tomato sink)
(GotoLocation diningtable)
(PutObject tomato diningtable)
"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000844_354286,put the clean tomato on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)","(GotoLocation sink)
(PutObject tomato sink)
(FillObject sink)
(GotoLocation cabinet)
(PickupObject plate)
(GotoLocation diningtable)
(PutObject plate diningtable)
(GotoLocation sink)
(PickupObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)
"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000844_354286,put the clean tomato on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)","(GotoLocation sink)
(PickupObject tomato)
(GotoLocation table)
(PutObject tomato table)
"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000844_354286,put the clean tomato on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)","(GotoLocation sink)
(PickupObject tomato)
(GotoLocation countertop)
(PutObject tomato countertop)
"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000844_354286,put the clean tomato on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation diningtable)
(PickupObject tomato)
(GotoLocation sinkbasin)
(CleanObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)","(GotoLocation sink)
(PickupObject tomato)
(GotoLocation diningtable)
(PutObject tomato diningtable)
"
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,put a cleaned fork on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(GotoLocation sinkbasin)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)","(GotoLocation sink)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)
"
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,put a cleaned fork on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(GotoLocation sinkbasin)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)","(FillObject sinkbasin)
(GotoLocation cabinet)
(PickupObject fork)
(GotoLocation sinkbasin)
(WashObject fork sinkbasin)
(GotoLocation diningtable)
(PutObject fork diningtable)
"
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,put a cleaned fork on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(GotoLocation sinkbasin)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)","(GotoLocation kitchen)
(PickupObject fork)
(GotoLocation sink)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)
"
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,put a cleaned fork on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ForkType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject fork)
(GotoLocation sinkbasin)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)","(GotoLocation sink)
(CleanObject fork)
(GotoLocation diningtable)
(PutObject fork diningtable)
"
