problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-21/trial_T20190908_030402_887474,place a microwaved apple slice on top of the black table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['\n;; PDDL guess 1 for ""place a microwaved apple slice on top of the black table.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleSliced-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a microwaved apple slice on top of the black table.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleSliced-None-CoffeeTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a microwaved apple slice on top of the black table.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a microwaved apple slice on top of the black table.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleSliced-None-DeskType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r DeskType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_cool_then_place_in_recep-Lettuce-None-DiningTable-27/trial_T20190907_175045_014819,"cool the cabbage in the refrigerator , put it back on the table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Lettuce-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Kale-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KaleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Cabbage-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CabbageType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Kale-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KaleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Lettuce-None-DiningTable-27/trial_T20190907_175045_014819,"cool the cabbage in the refrigerator , put it back on the table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Lettuce-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Kale-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KaleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Cabbage-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CabbageType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""cool the cabbage in the refrigerator , put it back on the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Kale-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KaleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o LettuceType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,move the cell phone from the shelves to desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","['\n;; PDDL guess 1 for ""move the cell phone from the shelves to desk.""\n;; Official goal name: pick_and_place_simple-CellPhone-None-Desk\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CellPhoneType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 2 for ""move the cell phone from the shelves to desk.""\n;; Official goal name: pick_and_place_simple-CellPhone-None-Desk\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CellPhoneType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 3 for ""move the cell phone from the shelves to desk.""\n;; Official goal name: pick_and_place_simple-CellPhone-None-Desk\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CellPhoneType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 4 for ""move the cell phone from the shelves to desk.""\n;; Official goal name: pick_and_place_simple-CellPhone-None-Desk\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CellPhoneType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CellPhoneType)
		(receptacleType ?r DeskType)
		(inReceptacle ?o ?r))))
)",True
train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-18/trial_T20190908_031815_585714,put in the chilled bowl inside the cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Bowl-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BowlType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Plate-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlateType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Cup-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Mug-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PlateType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-18/trial_T20190908_031815_585714,put in the chilled bowl inside the cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Bowl-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BowlType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Plate-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlateType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Cup-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Mug-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-18/trial_T20190908_031815_585714,put in the chilled bowl inside the cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Bowl-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BowlType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Plate-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlateType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Cup-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Mug-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BowlType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-18/trial_T20190908_031815_585714,put in the chilled bowl inside the cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Bowl-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BowlType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Plate-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlateType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Cup-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put in the chilled bowl inside the cabinet.""\n;; Official goal name: pick_cool_then_place_in_recep-Mug-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CupType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_and_place_simple-KeyChain-None-Sofa-229/trial_T20190908_123359_988104,put the keys on the couch.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KeyChainType) 
                (receptacleType ?r SofaType)
                (inReceptacle ?o ?r) 
            )
    )))","[""\n;; PDDL guess 1 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-Sofa\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-ArmChairType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-CoffeeTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KeyChainType)
		(receptacleType ?r CoffeeTableType)
		(inReceptacle ?o ?r))))
)",True
train/pick_and_place_simple-KeyChain-None-Sofa-229/trial_T20190908_123359_988104,put the keys on the couch.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KeyChainType) 
                (receptacleType ?r SofaType)
                (inReceptacle ?o ?r) 
            )
    )))","[""\n;; PDDL guess 1 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-Sofa\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-ArmChairType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-CoffeeTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KeyChainType)
		(receptacleType ?r ArmChairType)
		(inReceptacle ?o ?r))))
)",True
train/pick_and_place_simple-KeyChain-None-Sofa-229/trial_T20190908_123359_988104,put the keys on the couch.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KeyChainType) 
                (receptacleType ?r SofaType)
                (inReceptacle ?o ?r) 
            )
    )))","[""\n;; PDDL guess 1 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-Sofa\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-ArmChairType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-CoffeeTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KeyChainType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r))))
)",True
train/pick_and_place_simple-KeyChain-None-Sofa-229/trial_T20190908_123359_988104,put the keys on the couch.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KeyChainType) 
                (receptacleType ?r SofaType)
                (inReceptacle ?o ?r) 
            )
    )))","[""\n;; PDDL guess 1 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-Sofa\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-ArmChairType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the keys on the couch.'\n;; Official goal name: pick_and_place_simple-KeyChain-None-CoffeeTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KeyChainType)
		(receptacleType ?r SofaType)
		(inReceptacle ?o ?r))))
)",True
train/look_at_obj_in_light-CellPhone-None-DeskLamp-318/trial_T20190909_005934_726946,"pick up a smartphone , turn on a lamp.","(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CellPhoneType)
                (holds ?a ?o)
            )
    ))))))","[""\n;; PDDL guess 1 for 'pick up a smartphone , turn on a lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-CellPhone-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o CellPhoneType)\n                (holds ?a ?o)\n            )\n    ))))))\n\n"", ""\n;; PDDL guess 2 for 'pick up a smartphone , turn on a lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-CellPhone-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o CellPhoneType)\n                (holds ?a ?o)\n            )\n    ))))))\n\n"", ""\n;; PDDL guess 3 for 'pick up a smartphone , turn on a lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-CellPhone-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o CellPhoneType)\n                (holds ?a ?o)\n            )\n    ))))))\n\n"", ""\n;; PDDL guess 4 for 'pick up a smartphone , turn on a lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-CellPhone-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o CellPhoneType)\n                (holds ?a ?o)\n            )\n    ))))))\n\n""]","(:goal
	(exists (?ot - object)
(exists (?o - object)
(exists (?l - location)
(exists (?a - agent)
(and 
		(objectType ?ot DeskLampType)
		(toggleable ?ot)
		(isToggled ?ot)
		(objectAtLocation ?ot ?l)
		(atLocation ?a ?l)
		(objectType ?o CellPhoneType)
		(holds ?a ?o))))))
)",True
