problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train/pick_cool_then_place_in_recep-LettuceSliced-None-GarbageCan-20/trial_T20190909_125307_108909,put a chilled piece of sliced lettuce in a green bin.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation diningtable)
(PickupObject knife)
(GotoLocation lettuce)
(SliceObject lettuce)
(GotoLocation garbagecan)
(PutObject knife garbagecan)
(GotoLocation diningtable)
(PickupObject lettuce)
(GotoLocation fridge)
(CoolObject lettuce)
(GotoLocation garbagecan)
(PutObject lettuce garbagecan)","(GotoLocation fridge)
(PickupObject lettuce)
(GotoLocation countertop)
(SliceObject lettuce)
(GotoLocation greenbin)
(PutObject lettuce greenbin)
(RefrigerateObject greenbin)
"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,move a book into a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BookType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)","(GotoLocation bookshelf)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)
"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,move a book into a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BookType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)","(GotoLocation bookshelf)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)
"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,move a book into a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BookType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)","(GotoLocation bookshelf)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)
"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,move a book into a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BookType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)","(GotoLocation bookshelf)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)
"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,move a book into a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BookType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)","(GotoLocation bookshelf)
(PickupObject book)
(GotoLocation cabinet)
(PutObject book cabinet)
"
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation egg)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation garbagecan)
(PutObject egg garbagecan)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(MicrowaveObject egg microwave)
(GotoLocation garbage)
(PutObject egg garbage)
"
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation egg)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation garbagecan)
(PutObject egg garbagecan)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(MicrowaveObject egg microwave)
(GotoLocation garbage)
(PutObject egg garbage)
"
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation egg)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation garbagecan)
(PutObject egg garbagecan)","(GotoLocation kitchen)
(PickupObject egg)
(GotoLocation microwave)
(CookObject egg microwave)
(GotoLocation garbage)
(PutObject egg garbage)
"
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation egg)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation garbagecan)
(PutObject egg garbagecan)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg microwave)
(GotoLocation garbage)
(PutObject egg garbage)
"
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation egg)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation garbagecan)
(PutObject egg garbagecan)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(MicrowaveObject egg microwave)
(GotoLocation garbage)
(PutObject egg garbage)
"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-205/trial_T20190909_114633_189769,examine a key chain by the dim natural light of a living room.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o KeyChainType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject keychain)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation livingroom)
(GotoLocation keychain)
(ExamineObject keychain)
"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-205/trial_T20190909_114633_189769,examine a key chain by the dim natural light of a living room.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o KeyChainType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject keychain)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation livingroom)
(GotoLocation keychain)
(TurnOnObject lightsource)
(ExamineObject keychain)
"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-205/trial_T20190909_114633_189769,examine a key chain by the dim natural light of a living room.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o KeyChainType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject keychain)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation livingroom)
(LookForObject keychain)
(GotoLocation window)
(AdjustLighting dim)
"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-205/trial_T20190909_114633_189769,examine a key chain by the dim natural light of a living room.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o KeyChainType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject keychain)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation livingroom)
(InspectObject keychain dimlight)"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-205/trial_T20190909_114633_189769,examine a key chain by the dim natural light of a living room.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o KeyChainType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject keychain)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation livingroom)
(AdjustLighting dim)
(GotoLocation keychain)
(ExamineObject keychain)
"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation lettuce)
(SliceObject lettuce)","(GotoLocation tablebystove)
(PickupObject knife)
(GotoLocation cabbage)
(SliceObject cabbage knife)
(GotoLocation whitetable)
(PutObject cabbage whitetable)
"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation lettuce)
(SliceObject lettuce)","(GotoLocation stove)
(GotoLocation tablet)
(GotoLocation whitediningtable)
(PickupObject cabbage)
(GotoLocation tablet)
(PutObject cabbage tablet)
(GotoLocation countertop)
(PickupObject knife)
(GotoLocation whitediningtable)
(SliceObject cabbage knife)
"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation lettuce)
(SliceObject lettuce)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation stove)
(GotoLocation table)
(PutObject knife table)
(GotoLocation fridge)
(PickupObject cabbage)
(GotoLocation table)
(SliceObject cabbage knife)
"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation lettuce)
(SliceObject lettuce)","(GotoLocation stove)
(PickupObject knife)
(GotoLocation table)
(SliceObject cabbage knife)
(GotoLocation whitetable)
(PutObject cabbage whitetable)
"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation lettuce)
(SliceObject lettuce)","(GotoLocation tabletop)
(PickupObject knife)
(GotoLocation stovetable)
(PutObject knife stovetable)
(GotoLocation countertop)
(PickupObject cabbage)
(SliceObject cabbage knife)
(GotoLocation whitetable)
(PutObject cabbage whitetable)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toiletnext)
(PickupObject plunger)
(GotoLocation sinkcupboard)
(PutObject plunger sinkcupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toilet)
(PickupObject plunger)
(GotoLocation sink)
(PutObject plunger sink)
(GotoLocation cupboard)
(PutObject plunger cupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toiletnext)
(PickupObject plunger)
(GotoLocation sinkcupboard)
(PutObject plunger sinkcupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toiletbowl)
(PickupObject plunger)
(GotoLocation sink)
(PutObject plunger sink)
(GotoLocation cupboard)
(PutObject plunger cupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toiletnext)
(PickupObject plunger)
(GotoLocation sinkcupboard)
(PutObject plunger sinkcupboard)
"
train/look_at_obj_in_light-CreditCard-None-FloorLamp-228/trial_T20190908_113131_743545,pick up a credit card and turn a lamp on.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CreditCardType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation coffeetable)
(PickupObject creditcard)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation table)
(PickupObject creditcard)
(GotoLocation lamp)
(TurnOnObject lamp)
"
train/look_at_obj_in_light-CreditCard-None-FloorLamp-228/trial_T20190908_113131_743545,pick up a credit card and turn a lamp on.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CreditCardType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation coffeetable)
(PickupObject creditcard)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation desk)
(PickupObject creditcard)
(GotoLocation desklamp)
(TurnOnObject desklamp)
"
train/look_at_obj_in_light-CreditCard-None-FloorLamp-228/trial_T20190908_113131_743545,pick up a credit card and turn a lamp on.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CreditCardType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation coffeetable)
(PickupObject creditcard)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation purse)
(PickupObject creditcard)
(GotoLocation lamp)
(TurnOnObject lamp)"
train/look_at_obj_in_light-CreditCard-None-FloorLamp-228/trial_T20190908_113131_743545,pick up a credit card and turn a lamp on.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CreditCardType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation coffeetable)
(PickupObject creditcard)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation livingroom)
(PickupObject creditcard)
(GotoLocation lamp)
(TurnOnObject lamp)
"
train/look_at_obj_in_light-CreditCard-None-FloorLamp-228/trial_T20190908_113131_743545,pick up a credit card and turn a lamp on.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CreditCardType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation coffeetable)
(PickupObject creditcard)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation wallet)
(PickupObject creditcard)
(GotoLocation lamp)
(TurnOnObject lamp)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-19/trial_T20190911_082218_676174,move a slice of cold bread to the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation diningtable)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation microwave)
(PutObject bread microwave)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-19/trial_T20190911_082218_676174,move a slice of cold bread to the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation diningtable)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation microwave)
(PutObject bread microwave)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-19/trial_T20190911_082218_676174,move a slice of cold bread to the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation diningtable)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation microwave)
(PutObject bread microwave)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-19/trial_T20190911_082218_676174,move a slice of cold bread to the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation diningtable)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation microwave)
(PutObject bread microwave)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-19/trial_T20190911_082218_676174,move a slice of cold bread to the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation diningtable)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation microwave)
(PutObject bread microwave)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-12/trial_T20190907_125521_042428,put a cooked potato in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation microwave)
(HeatObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation oven)
(BakeObject potato oven)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-12/trial_T20190907_125521_042428,put a cooked potato in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation microwave)
(HeatObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation oven)
(BakeObject potato oven)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-12/trial_T20190907_125521_042428,put a cooked potato in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation microwave)
(HeatObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation oven)
(BakeObject potato oven)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-12/trial_T20190907_125521_042428,put a cooked potato in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation microwave)
(HeatObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation oven)
(BakeObject potato oven)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-12/trial_T20190907_125521_042428,put a cooked potato in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject potato)
(GotoLocation microwave)
(HeatObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation diningtable)
(PickupObject potato)
(GotoLocation oven)
(BakeObject potato oven)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_and_place_simple-Box-None-DiningTable-223/trial_T20190907_201444_740434,put a box on a table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BoxType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation box)
(PickupObject box)
(GotoLocation diningtable)
(PutObject box diningtable)","(GotoLocation box)
(GotoLocation table)
(PutObject box table)
"
train/pick_and_place_simple-Box-None-DiningTable-223/trial_T20190907_201444_740434,put a box on a table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BoxType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation box)
(PickupObject box)
(GotoLocation diningtable)
(PutObject box diningtable)","(GotoLocation storage)
(PickupObject box)
(GotoLocation table)
(PutObject box table)
"
train/pick_and_place_simple-Box-None-DiningTable-223/trial_T20190907_201444_740434,put a box on a table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BoxType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation box)
(PickupObject box)
(GotoLocation diningtable)
(PutObject box diningtable)","(GotoLocation shelf)
(PickupObject box)
(GotoLocation table)
(PutObject box table)
"
