problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-19/trial_T20190918_170643_072586,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_3_bar_3_bar_60 potato__minus_9_dot_726368_comma__minus_9_dot_726368_comma__minus_2_dot_660174132_comma__minus_2_dot_660174132_comma_3_dot_0430568_comma_3_dot_0430568 diningtable__minus_11_dot_476_comma__minus_11_dot_476_comma__minus_2_dot_024_comma__minus_2_dot_024_comma_2_dot_708_comma_2_dot_708)\n(ChillObject_0 fridge__minus_12_dot_75556944_comma__minus_12_dot_75556944_comma__minus_8_dot_74_comma__minus_8_dot_74_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_10_bar__minus_9_bar_3_bar_60 potato__minus_9_dot_726368_comma__minus_9_dot_726368_comma__minus_2_dot_660174132_comma__minus_2_dot_660174132_comma_3_dot_0430568_comma_3_dot_0430568)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_13_bar_3_bar_45 potatotype potato__minus_9_dot_726368_comma__minus_9_dot_726368_comma__minus_2_dot_660174132_comma__minus_2_dot_660174132_comma_3_dot_0430568_comma_3_dot_0430568 countertop__minus_7_dot_16_comma__minus_7_dot_16_comma__minus_15_dot_216_comma__minus_15_dot_216_comma_3_dot_7968_comma_3_dot_7968)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-SoapBar-None-BathtubBasin-411/trial_T20190907_033311_020938,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(receptacleType ?r BathtubBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_11_bar_1_bar_60 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648 drawer_1_dot_6384_comma_1_dot_6384_comma_9_dot_682348_comma_9_dot_682348_comma_2_dot_2044_comma_2_dot_2044)\n(RinseObject_0 sinkbasin_2_dot_8836088_comma_2_dot_8836088_comma_7_dot_584396_comma_7_dot_584396_comma_3_dot_2518944_comma_3_dot_2518944 agent1 loc_bar_0_bar_7_bar_1_bar_45 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar_5_bar_2_bar_60 soapbartype soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648 bathtubbasin__minus_2_dot_884_comma__minus_2_dot_884_comma_1_dot_92_comma_1_dot_92_comma_0_dot_684_comma_0_dot_684)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-7/trial_T20190908_123421_558588,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_5_bar_0_bar_45 mug_0_dot_3162502648_comma_0_dot_3162502648_comma_8_dot_77857304_comma_8_dot_77857304_comma_3_dot_191376_comma_3_dot_191376 fridge__minus_0_dot_14_comma__minus_0_dot_14_comma_8_dot_708_comma_8_dot_708_comma_0_dot_0_comma_0_dot_0)\n(HeatObject_1 microwave_4_dot_6016_comma_4_dot_6016_comma__minus_6_dot_45_comma__minus_6_dot_45_comma_6_dot_584_comma_6_dot_584 agent1 loc_bar_5_bar__minus_3_bar_2_bar_0 mug_0_dot_3162502648_comma_0_dot_3162502648_comma_8_dot_77857304_comma_8_dot_77857304_comma_3_dot_191376_comma_3_dot_191376)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_3_bar_2_bar_45 mugtype mug_0_dot_3162502648_comma_0_dot_3162502648_comma_8_dot_77857304_comma_8_dot_77857304_comma_3_dot_191376_comma_3_dot_191376 coffeemachine__minus_4_dot_448_comma__minus_4_dot_448_comma__minus_6_dot_908_comma__minus_6_dot_908_comma_3_dot_604_comma_3_dot_604)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1"
train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-7/trial_T20190908_123421_558588,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_5_bar_0_bar_45 mug_0_dot_3162502648_comma_0_dot_3162502648_comma_8_dot_77857304_comma_8_dot_77857304_comma_3_dot_191376_comma_3_dot_191376 fridge__minus_0_dot_14_comma__minus_0_dot_14_comma_8_dot_708_comma_8_dot_708_comma_0_dot_0_comma_0_dot_0)\n(HeatObject_1 microwave_4_dot_6016_comma_4_dot_6016_comma__minus_6_dot_45_comma__minus_6_dot_45_comma_6_dot_584_comma_6_dot_584 agent1 loc_bar_5_bar__minus_3_bar_2_bar_0 mug_0_dot_3162502648_comma_0_dot_3162502648_comma_8_dot_77857304_comma_8_dot_77857304_comma_3_dot_191376_comma_3_dot_191376)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_3_bar_2_bar_45 mugtype mug_0_dot_3162502648_comma_0_dot_3162502648_comma_8_dot_77857304_comma_8_dot_77857304_comma_3_dot_191376_comma_3_dot_191376 coffeemachine__minus_4_dot_448_comma__minus_4_dot_448_comma__minus_6_dot_908_comma__minus_6_dot_908_comma_3_dot_604_comma_3_dot_604)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1"
train/pick_and_place_simple-KeyChain-None-Dresser-317/trial_T20190910_184933_511149,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o KeyChainType)\n\t\t(receptacleType ?r DresserType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_7_bar_5_bar_1_bar_60 keychain_8_dot_64194204_comma_8_dot_64194204_comma_5_dot_3956814_comma_5_dot_3956814_comma_2_dot_294746636_comma_2_dot_294746636 sidetable_8_dot_752_comma_8_dot_752_comma_6_dot_056_comma_6_dot_056_comma_0_dot_016_comma_0_dot_016)\n(PutObjectInReceptacle agent1 loc_bar_1_bar__minus_4_bar_2_bar_60 keychaintype keychain_8_dot_64194204_comma_8_dot_64194204_comma_5_dot_3956814_comma_5_dot_3956814_comma_2_dot_294746636_comma_2_dot_294746636 dresser_0_dot_044_comma_0_dot_044_comma__minus_7_dot_18_comma__minus_7_dot_18_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-18/trial_T20190908_031815_585714,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BowlType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_13_bar_1_bar_60 bowl_5_dot_625329_comma_5_dot_625329_comma_13_dot_462608_comma_13_dot_462608_comma_0_dot_55866146_comma_0_dot_55866146 cabinet_4_dot_2177744_comma_4_dot_2177744_comma_11_dot_96253872_comma_11_dot_96253872_comma_1_dot_69071698_comma_1_dot_69071698)\n(ChillObject_0 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_4_bar_22_bar_1_bar_30 bowl_5_dot_625329_comma_5_dot_625329_comma_13_dot_462608_comma_13_dot_462608_comma_0_dot_55866146_comma_0_dot_55866146)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_4_bar_2_bar__minus_30 bowltype bowl_5_dot_625329_comma_5_dot_625329_comma_13_dot_462608_comma_13_dot_462608_comma_0_dot_55866146_comma_0_dot_55866146 cabinet__minus_1_dot_0550312_comma__minus_1_dot_0550312_comma_1_dot_736188888_comma_1_dot_736188888_comma_8_dot_53794_comma_8_dot_53794)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Egg-None-SinkBasin-8/trial_T20190907_001539_470934,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_1_bar_45 egg_5_dot_04038_comma_5_dot_04038_comma__minus_5_dot_32683752_comma__minus_5_dot_32683752_comma_3_dot_7625164_comma_3_dot_7625164 countertop_4_dot_66_comma_4_dot_66_comma__minus_2_dot_6_comma__minus_2_dot_6_comma_3_dot_7872_comma_3_dot_7872)\n(PutObjectInReceptacle agent1 loc_bar__minus_1_bar__minus_4_bar_2_bar_45 eggtype egg_5_dot_04038_comma_5_dot_04038_comma__minus_5_dot_32683752_comma__minus_5_dot_32683752_comma_3_dot_7625164_comma_3_dot_7625164 sinkbasin__minus_0_dot_25512844_comma__minus_0_dot_25512844_comma__minus_6_dot_85248328_comma__minus_6_dot_85248328_comma_3_dot_0634928_comma_3_dot_0634928)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CellPhoneType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_2_bar__minus_2_bar_3_bar__minus_15 cellphone__minus_4_dot_922724_comma__minus_4_dot_922724_comma__minus_2_dot_412_comma__minus_2_dot_412_comma_7_dot_29774476_comma_7_dot_29774476 shelf__minus_5_dot_1472_comma__minus_5_dot_1472_comma__minus_2_dot_412_comma__minus_2_dot_412_comma_7_dot_2576_comma_7_dot_2576)\n(PutObjectInReceptacle agent1 loc_bar__minus_2_bar_4_bar_1_bar_60 cellphonetype cellphone__minus_4_dot_922724_comma__minus_4_dot_922724_comma__minus_2_dot_412_comma__minus_2_dot_412_comma_7_dot_29774476_comma_7_dot_29774476 drawer_1_dot_22_comma_1_dot_22_comma_4_dot_904_comma_4_dot_904_comma_1_dot_852_comma_1_dot_852)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-Plunger-None-Cabinet-403/trial_T20190909_054730_826329,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PlungerType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectNotInReceptacle agent1 loc_bar__minus_1_bar_3_bar_2_bar_60 plunger__minus_0_dot_877566336_comma__minus_0_dot_877566336_comma_1_dot_9631_comma_1_dot_9631_comma_0_dot_1049107312_comma_0_dot_1049107312)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar_8_bar_0_bar_60 plungertype plunger__minus_0_dot_877566336_comma__minus_0_dot_877566336_comma_1_dot_9631_comma_1_dot_9631_comma_0_dot_1049107312_comma_0_dot_1049107312 cabinet__minus_1_dot_352_comma__minus_1_dot_352_comma_11_dot_47008324_comma_11_dot_47008324_comma_1_dot_701808216_comma_1_dot_701808216)')",True,"PickupObjectNotInReceptacle, PutObjectInReceptacle","PickupObjectNotInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-20/trial_T20190906_161428_039508,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_3_bar__minus_4_bar_2_bar_30 mug__minus_2_dot_882197856_comma__minus_2_dot_882197856_comma__minus_8_dot_803028_comma__minus_8_dot_803028_comma_3_dot_633999824_comma_3_dot_633999824 countertop_0_dot_932_comma_0_dot_932_comma__minus_8_dot_008_comma__minus_8_dot_008_comma_3_dot_796_comma_3_dot_796)\n(ChillObject_0 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 mug__minus_2_dot_882197856_comma__minus_2_dot_882197856_comma__minus_8_dot_803028_comma__minus_8_dot_803028_comma_3_dot_633999824_comma_3_dot_633999824)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_5_bar_2_bar_45 mugtype mug__minus_2_dot_882197856_comma__minus_2_dot_882197856_comma__minus_8_dot_803028_comma__minus_8_dot_803028_comma_3_dot_633999824_comma_3_dot_633999824 coffeemachine_5_dot_496_comma_5_dot_496_comma__minus_8_dot_452_comma__minus_8_dot_452_comma_3_dot_6_comma_3_dot_6)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0"
train/pick_heat_then_place_in_recep-AppleSliced-None-DiningTable-15/trial_T20190907_224100_128711,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar_13_bar_0_bar_45 apple__minus_7_dot_67649888_comma__minus_7_dot_67649888_comma_16_dot_587183_comma_16_dot_587183_comma_3_dot_901891468_comma_3_dot_901891468 countertop__minus_13_dot_5272_comma__minus_13_dot_5272_comma_13_dot_344_comma_13_dot_344_comma_3_dot_804_comma_3_dot_804)\n(HeatObject_1 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384 agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 apple__minus_7_dot_67649888_comma__minus_7_dot_67649888_comma_16_dot_587183_comma_16_dot_587183_comma_3_dot_901891468_comma_3_dot_901891468)\n(PutObjectInReceptacle agent1 loc_bar__minus_2_bar_2_bar_3_bar_60 appletype apple__minus_7_dot_67649888_comma__minus_7_dot_67649888_comma_16_dot_587183_comma_16_dot_587183_comma_3_dot_901891468_comma_3_dot_901891468 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar_1_bar_1_bar_30 knife__minus_5_dot_03659916_comma__minus_5_dot_03659916_comma_1_dot_022149084_comma_1_dot_022149084_comma_3_dot_6600012_comma_3_dot_6600012 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(CutObject_0 knife__minus_5_dot_03659916_comma__minus_5_dot_03659916_comma_1_dot_022149084_comma_1_dot_022149084_comma_3_dot_6600012_comma_3_dot_6600012 agent1 loc_bar__minus_2_bar_2_bar_3_bar_60 apple__minus_7_dot_67649888_comma__minus_7_dot_67649888_comma_16_dot_587183_comma_16_dot_587183_comma_3_dot_901891468_comma_3_dot_901891468)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0"
train/pick_heat_then_place_in_recep-Cup-None-Cabinet-27/trial_T20190908_123907_725964,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CupType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_6_bar__minus_1_bar_1_bar_60 cup_8_dot_4885378_comma_8_dot_4885378_comma__minus_1_dot_115999936_comma__minus_1_dot_115999936_comma_2_dot_402715444_comma_2_dot_402715444 fridge_8_dot_416_comma_8_dot_416_comma__minus_1_dot_116_comma__minus_1_dot_116_comma_0_dot_0_comma_0_dot_0)\n(HeatObject_1 microwave__minus_1_dot_244_comma__minus_1_dot_244_comma_8_dot_312_comma_8_dot_312_comma_3_dot_7060904_comma_3_dot_7060904 agent1 loc_bar_2_bar_8_bar_3_bar_45 cup_8_dot_4885378_comma_8_dot_4885378_comma__minus_1_dot_115999936_comma__minus_1_dot_115999936_comma_2_dot_402715444_comma_2_dot_402715444)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_4_bar_1_bar_45 cuptype cup_8_dot_4885378_comma_8_dot_4885378_comma__minus_1_dot_115999936_comma__minus_1_dot_115999936_comma_2_dot_402715444_comma_2_dot_402715444 cabinet_7_dot_04371356_comma_7_dot_04371356_comma_3_dot_4775572_comma_3_dot_4775572_comma_1_dot_555381416_comma_1_dot_555381416)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190505_376018,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar__minus_5_bar_2_bar_45 egg__minus_1_dot_160242676_comma__minus_1_dot_160242676_comma__minus_8_dot_25311852_comma__minus_8_dot_25311852_comma_3_dot_188120128_comma_3_dot_188120128 sinkbasin__minus_0_dot_5192_comma__minus_0_dot_5192_comma__minus_8_dot_032_comma__minus_8_dot_032_comma_3_dot_0112_comma_3_dot_0112)\n(HeatObject_1 microwave_7_dot_308_comma_7_dot_308_comma__minus_5_dot_416_comma__minus_5_dot_416_comma_3_dot_600000144_comma_3_dot_600000144 agent1 loc_bar_4_bar__minus_5_bar_1_bar_45 egg__minus_1_dot_160242676_comma__minus_1_dot_160242676_comma__minus_8_dot_25311852_comma__minus_8_dot_25311852_comma_3_dot_188120128_comma_3_dot_188120128)\n(PutObjectInReceptacle agent1 loc_bar_6_bar_1_bar_1_bar_60 eggtype egg__minus_1_dot_160242676_comma__minus_1_dot_160242676_comma__minus_8_dot_25311852_comma__minus_8_dot_25311852_comma_3_dot_188120128_comma_3_dot_188120128 garbagecan_7_dot_696_comma_7_dot_696_comma_0_dot_552_comma_0_dot_552_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle",PickupObjectInReceptacle
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ForkType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_10_bar__minus_1_bar_1_bar_60 fork_11_dot_8660288_comma_11_dot_8660288_comma__minus_1_dot_2013468_comma__minus_1_dot_2013468_comma_3_dot_605394124_comma_3_dot_605394124 countertop_12_dot_444_comma_12_dot_444_comma_0_dot_08_comma_0_dot_08_comma_3_dot_7452_comma_3_dot_7452)\n(RinseObject_0 sinkbasin_12_dot_28_comma_12_dot_28_comma_0_dot_4332_comma_0_dot_4332_comma_2_dot_947206_comma_2_dot_947206 agent1 loc_bar_10_bar__minus_1_bar_1_bar_60 fork_11_dot_8660288_comma_11_dot_8660288_comma__minus_1_dot_2013468_comma__minus_1_dot_2013468_comma_3_dot_605394124_comma_3_dot_605394124)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_0_bar_3_bar_45 forktype fork_11_dot_8660288_comma_11_dot_8660288_comma__minus_1_dot_2013468_comma__minus_1_dot_2013468_comma_3_dot_605394124_comma_3_dot_605394124 drawer__minus_3_dot_44_comma__minus_3_dot_44_comma__minus_0_dot_4_comma__minus_0_dot_4_comma_2_dot_3088_comma_2_dot_3088)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-TomatoSliced-None-Fridge-15/trial_T20190909_005143_132045,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar_2_bar_1_bar_45 knife__minus_5_dot_5650816_comma__minus_5_dot_5650816_comma_1_dot_846474528_comma_1_dot_846474528_comma_3_dot_6600012_comma_3_dot_6600012 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(CutObject_0 knife__minus_5_dot_5650816_comma__minus_5_dot_5650816_comma_1_dot_846474528_comma_1_dot_846474528_comma_3_dot_6600012_comma_3_dot_6600012 agent1 loc_bar__minus_1_bar_12_bar_0_bar_45 tomato__minus_1_dot_292746188_comma__minus_1_dot_292746188_comma_15_dot_26834488_comma_15_dot_26834488_comma_3_dot_1661724_comma_3_dot_1661724)\n(PutObjectInReceptacle agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 knifetype knife__minus_5_dot_5650816_comma__minus_5_dot_5650816_comma_1_dot_846474528_comma_1_dot_846474528_comma_3_dot_6600012_comma_3_dot_6600012 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384)\n(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_12_bar_0_bar_45 tomato__minus_1_dot_292746188_comma__minus_1_dot_292746188_comma_15_dot_26834488_comma_15_dot_26834488_comma_3_dot_1661724_comma_3_dot_1661724 fridge__minus_1_dot_76_comma__minus_1_dot_76_comma_15_dot_988_comma_15_dot_988_comma_0_dot_0562069416_comma_0_dot_0562069416)\n(HeatObject_1 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384 agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 tomato__minus_1_dot_292746188_comma__minus_1_dot_292746188_comma_15_dot_26834488_comma_15_dot_26834488_comma_3_dot_1661724_comma_3_dot_1661724)\n(PutObjectInReceptacle agent1 loc_bar__minus_2_bar_12_bar_0_bar_60 tomatotype tomato__minus_1_dot_292746188_comma__minus_1_dot_292746188_comma_15_dot_26834488_comma_15_dot_26834488_comma_3_dot_1661724_comma_3_dot_1661724 fridge__minus_1_dot_76_comma__minus_1_dot_76_comma_15_dot_988_comma_15_dot_988_comma_0_dot_0562069416_comma_0_dot_0562069416)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle",PickupObjectInReceptacle
train/pick_heat_then_place_in_recep-TomatoSliced-None-Fridge-15/trial_T20190909_005143_132045,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar_2_bar_1_bar_45 knife__minus_5_dot_5650816_comma__minus_5_dot_5650816_comma_1_dot_846474528_comma_1_dot_846474528_comma_3_dot_6600012_comma_3_dot_6600012 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(CutObject_0 knife__minus_5_dot_5650816_comma__minus_5_dot_5650816_comma_1_dot_846474528_comma_1_dot_846474528_comma_3_dot_6600012_comma_3_dot_6600012 agent1 loc_bar__minus_1_bar_12_bar_0_bar_45 tomato__minus_1_dot_292746188_comma__minus_1_dot_292746188_comma_15_dot_26834488_comma_15_dot_26834488_comma_3_dot_1661724_comma_3_dot_1661724)')",False,"PickupObjectInReceptacle, CutObject_0",PickupObjectInReceptacle
train/pick_heat_then_place_in_recep-Cup-None-Cabinet-18/trial_T20190907_150623_388922,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_3_bar_4_bar_2_bar_45 cup__minus_3_dot_051196_comma__minus_3_dot_051196_comma_1_dot_580834864_comma_1_dot_580834864_comma_3_dot_955378_comma_3_dot_955378 countertop_5_dot_564_comma_5_dot_564_comma_3_dot_588_comma_3_dot_588_comma_4_dot_1128_comma_4_dot_1128)\n(HeatObject_1 microwave_0_dot_434951068_comma_0_dot_434951068_comma_1_dot_052_comma_1_dot_052_comma_3_dot_926775456_comma_3_dot_926775456 agent1 loc_bar_1_bar_6_bar_2_bar_30 cup__minus_3_dot_051196_comma__minus_3_dot_051196_comma_1_dot_580834864_comma_1_dot_580834864_comma_3_dot_955378_comma_3_dot_955378)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_4_bar_2_bar__minus_30 cuptype cup__minus_3_dot_051196_comma__minus_3_dot_051196_comma_1_dot_580834864_comma_1_dot_580834864_comma_3_dot_955378_comma_3_dot_955378 cabinet__minus_1_dot_0550312_comma__minus_1_dot_0550312_comma_1_dot_736188888_comma_1_dot_736188888_comma_8_dot_53794_comma_8_dot_53794)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
