problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","['\n;; PDDL guess 1 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: pick_and_place_simple-Plunger-None-CabinetType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 2 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: relocate-PlungerToiletType-CabinetType\n(:goal\n        (exists (?r1 - receptacle)\n        (exists (?r2 - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r1 ToiletType)\n                (receptacleType ?r2 CabinetType)\n                (objectAtLocation ?o ?r1)\n                (inReceptacle ?o ?r2) \n            )\n))))\n', '\n;; PDDL guess 3 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: pick_and_place_simple-Plunger-Toilet-Cabinet\n(:goal\n        (exists (?r1 - receptacle)\n        (exists (?r2 - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r1 ToiletType)\n                (receptacleType ?r2 CabinetType)\n                (inReceptacle ?o ?r1)\n                (inReceptacle ?o ?r2) \n            )\n))))\n', '\n;; PDDL guess 4 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: move-Plunger-Toilet-Cabinet\n(:goal\n        (exists (?r1 - receptacle)\n        (exists (?r2 - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r1 ToiletType)\n                (receptacleType ?r2 CabinetType)\n                (inReceptacle ?o ?r1)\n                (inReceptacle ?o ?r2) \n            )\n))))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PlungerType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r))))
)",True
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","['\n;; PDDL guess 1 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: pick_and_place_simple-Plunger-None-CabinetType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 2 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: relocate-PlungerToiletType-CabinetType\n(:goal\n        (exists (?r1 - receptacle)\n        (exists (?r2 - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r1 ToiletType)\n                (receptacleType ?r2 CabinetType)\n                (objectAtLocation ?o ?r1)\n                (inReceptacle ?o ?r2) \n            )\n))))\n', '\n;; PDDL guess 3 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: pick_and_place_simple-Plunger-Toilet-Cabinet\n(:goal\n        (exists (?r1 - receptacle)\n        (exists (?r2 - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r1 ToiletType)\n                (receptacleType ?r2 CabinetType)\n                (inReceptacle ?o ?r1)\n                (inReceptacle ?o ?r2) \n            )\n))))\n', '\n;; PDDL guess 4 for ""move the plunger from next to the toilet to the cupboard under the sink.""\n;; Official goal name: move-Plunger-Toilet-Cabinet\n(:goal\n        (exists (?r1 - receptacle)\n        (exists (?r2 - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r1 ToiletType)\n                (receptacleType ?r2 CabinetType)\n                (inReceptacle ?o ?r1)\n                (inReceptacle ?o ?r2) \n            )\n))))\n']","(:goal
	(exists (?r2 - receptacle)
(exists (?r1 - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PlungerType)
		(receptacleType ?r1 ToiletType)
		(receptacleType ?r2 CabinetType)
		(inReceptacle ?o ?r1)
		(inReceptacle ?o ?r2)))))
)",True
train/pick_clean_then_place_in_recep-ButterKnife-None-Drawer-2/trial_T20190908_044255_995925,place a rinsed knife in a drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a rinsed knife in a drawer.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a rinsed knife in a drawer.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a rinsed knife in a drawer.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a rinsed knife in a drawer.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r DrawerType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,place a slice of tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-AppleSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-CheeseSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CheeseType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,place a slice of tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-AppleSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-CheeseSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CheeseType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,place a slice of tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-AppleSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-CheeseSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CheeseType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,place a slice of tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-AppleSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-CheeseSliced-None-Fridge\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CheeseType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a slice of tomato in the fridge.""\n;; Official goal name: pick_and_place_simple-TomatoSliced-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-30/trial_T20190907_044445_578004,"slice bread , cook a slice , put it in the trash.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",[],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-CounterTop-24/trial_T20190907_002332_305243,place a cooled pan down on the kitchen counter corner.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-Pan-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PanType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 2 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 3 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-KitchenSinkType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r KitchenSinkType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 4 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-KitchenCounterType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r KitchenCounterType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PanType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-CounterTop-24/trial_T20190907_002332_305243,place a cooled pan down on the kitchen counter corner.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-Pan-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PanType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 2 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 3 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-KitchenSinkType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r KitchenSinkType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 4 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-KitchenCounterType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r KitchenCounterType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-CounterTop-24/trial_T20190907_002332_305243,place a cooled pan down on the kitchen counter corner.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-Pan-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PanType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 2 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 3 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-KitchenSinkType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r KitchenSinkType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n', '\n;; PDDL guess 4 for ""place a cooled pan down on the kitchen counter corner.""\n;; Official goal name: pick_cool_then_place_in_recep-PotType-None-KitchenCounterType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r KitchenCounterType)\n                (inReceptacle ?o ?r) \n                (coolable ?o)\n                (isCool ?o)\n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-Knife-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-ButterKnifeType-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-Knife-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-ButterKnifeType-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,use the knife on the table by the stove to slice the cabbage on the white table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-Knife-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-ButterKnifeType-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-Knife-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""use the knife on the table by the stove to slice the cabbage on the white table.""\n;; Official goal name: pick_and_place_simple-ButterKnifeType-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False
